episode,total_reward
1,-0.9883793950592286
2,95.08032832878366
3,66.25985061495983
4,102.84018020439552
5,-41.3997176240116
6,93.97718170965781
7,33.22895779696103
8,93.03741191836596
9,79.93903934605073
10,81.22639944039865
