time_step,current_traffic,traffic_delta,is_bursting,is_anomalous,bandwidth_utilization,congestion_penalty,is_throttled,base_latency,total_latency,total_failed_vms,is_system_degraded,total_system_latency,db_load_ratio,is_db_bottleneck,queue_length,queue_delta,avg_wait_time,ema_wait_time,dropped_requests,small_vms,medium_vms,large_vms,pending_count,pending_capacity,cooldown_remaining,total_active_capacity,total_hourly_cost,reward,action
133,372,4,True,False,0.372,0.0,False,20.320721080141578,56.554826916382254,0,False,56.554826916382254,0.26,True,0,0,0.0,2.593406061000788e-17,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
134,385,5,True,False,0.385,0.0,False,20.0,55.7479,0,False,55.7479,0.269,True,0,0,0.0,1.8153842427005515e-17,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
135,380,-2,True,False,0.38,0.0,False,20.0,55.725199999999994,0,False,55.725199999999994,0.266,True,0,0,0.0,1.270768969890386e-17,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
136,407,11,True,False,0.407,0.0,False,20.0,55.84778,0,False,55.84778,0.284,True,0,0,0.0,8.895382789232701e-18,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
137,425,7,True,False,0.425,0.0,False,20.568899171308136,57.46552776253196,0,False,57.46552776253196,0.297,True,0,0,0.0,6.226767952462891e-18,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
138,162,-8,False,False,0.162,0.0,False,20.286554047612647,55.50917592855414,0,False,55.50917592855414,0.113,True,0,0,0.0,4.358737566724023e-18,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
139,185,23,False,False,0.185,0.0,False,20.276266865085933,55.58582053573202,0,False,55.58582053573202,0.129,True,0,0,0.0,3.051116296706816e-18,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
140,200,15,False,False,0.2,0.0,False,20.0,54.908,0,False,54.908,0.14,True,0,0,0.0,2.135781407694771e-18,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
141,190,-10,False,False,0.19,0.0,False,20.0,54.8626,1,True,54.8626,0.133,True,0,0,0.0,1.4950469853863397e-18,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
142,172,-18,False,False,0.172,0.0,False,20.0,54.78088,1,True,54.78088,0.12,True,0,0,0.0,1.0465328897704378e-18,0,5,2,0,1,100,4,1000,20,0.36,1
143,179,7,False,False,0.179,0.0,False,20.85838436310586,57.13029778038582,1,True,57.13029778038582,0.125,True,0,0,0.0,7.325730228393064e-19,0,6,2,0,0,0,3,1100,22,0.356,1
144,200,21,False,False,0.2,0.0,False,20.859341034160558,57.2282207922335,1,True,57.2282207922335,0.14,True,0,0,0.0,5.128011159875144e-19,0,6,2,0,0,0,2,1100,22,0.356,1
145,225,25,False,False,0.225,0.0,False,20.0,55.0215,0,False,55.0215,0.157,True,0,0,0.0,3.589607811912601e-19,0,6,2,0,0,0,1,1100,22,0.356,1
146,205,-20,False,False,0.205,0.0,False,20.193638819220265,55.45352481189471,0,False,55.45352481189471,0.143,True,0,0,0.0,2.5127254683388208e-19,0,6,2,0,0,0,0,1100,22,0.456,0
147,222,17,False,False,0.222,0.0,False,20.738447682371888,57.0016887424041,1,True,57.0016887424041,0.155,True,0,0,0.0,1.7589078278371745e-19,0,6,2,0,0,0,0,1100,22,0.456,0
148,222,0,False,False,0.222,0.0,False,20.88505894271237,57.3975391453234,1,True,57.3975391453234,0.155,True,0,0,0.0,1.2312354794860221e-19,0,6,2,0,1,100,4,1100,22,0.356,1
149,214,-8,False,False,0.214,0.0,False,20.80191483541006,57.13673005560715,1,True,57.13673005560715,0.149,True,0,0,0.0,8.618648356402155e-20,0,7,2,0,0,0,3,1200,24,0.352,1
150,246,32,False,False,0.246,0.0,False,20.448122428074374,56.326770555800806,1,True,56.326770555800806,0.172,True,0,0,0.0,6.033053849481508e-20,0,7,2,0,0,0,2,1200,24,0.352,1
151,239,-7,False,False,0.239,0.0,False,20.05988961406781,55.24676195798309,0,False,55.24676195798309,0.167,True,0,0,0.0,4.2231376946370554e-20,0,7,2,0,0,0,1,1200,24,0.352,1
152,664,-32,False,True,0.664,0.0,False,20.0,57.01456,0,False,57.01456,0.464,True,0,0,0.0,2.9561963862459386e-20,0,7,2,0,0,0,0,1200,24,0.452,0
153,683,19,False,True,0.683,0.0,False,20.0,57.10082,0,False,57.10082,0.478,True,0,0,0.0,2.069337470372157e-20,0,7,2,0,1,100,4,1200,24,0.352,1
154,698,15,False,True,0.698,0.0,False,20.82397266868211,59.3936462054417,0,False,59.3936462054417,0.488,True,0,0,0.0,1.4485362292605098e-20,0,8,2,0,0,0,3,1300,26,0.348,1
155,258,17,False,False,0.258,0.0,False,20.067628185044608,55.353916099620434,0,False,55.353916099620434,0.18,True,0,0,0.0,1.0139753604823567e-20,0,8,2,0,0,0,2,1300,26,0.348,1
156,250,-8,False,False,0.25,0.0,False,20.0,55.135,0,False,55.135,0.175,True,0,0,0.0,7.097827523376497e-21,0,8,2,0,0,0,1,1300,26,0.448,0
157,260,10,False,False,0.26,0.0,False,20.0,55.1804,1,True,55.1804,0.182,True,0,0,0.0,4.968479266363547e-21,0,8,2,0,0,0,0,1300,26,0.448,0
158,248,-12,False,False,0.248,0.0,False,20.0,55.12592,1,True,55.12592,0.173,True,0,0,0.0,3.477935486454483e-21,0,8,2,0,1,100,4,1300,26,0.348,1
159,257,9,False,False,0.257,0.0,False,20.0,55.16678,1,True,55.16678,0.179,True,0,0,0.0,2.434554840518138e-21,0,9,2,0,0,0,3,1400,28,0.344,1
160,265,8,False,False,0.265,0.0,False,20.0,55.20309999999999,1,True,55.20309999999999,0.185,True,0,0,0.0,1.7041883883626966e-21,0,9,2,0,0,0,2,1400,28,0.344,1
161,246,-19,False,False,0.246,0.0,False,20.0,55.116839999999996,0,False,55.116839999999996,0.172,True,0,0,0.0,1.1929318718538875e-21,0,9,2,0,0,0,1,1400,28,0.344,1
162,267,21,False,False,0.267,0.0,False,20.05270091682361,55.35447247542375,0,False,55.35447247542375,0.186,True,0,0,0.0,8.350523102977212e-22,0,9,2,0,0,0,0,1400,28,0.444,0
163,281,14,False,False,0.281,0.0,False,20.022849908511404,55.33743475298079,0,False,55.33743475298079,0.196,True,0,0,0.0,5.845366172084048e-22,0,9,2,0,0,0,0,1400,28,0.444,0
164,273,-8,False,False,0.273,0.0,False,20.0,55.239419999999996,0,False,55.239419999999996,0.191,True,0,0,0.0,4.0917563204588332e-22,0,9,2,0,0,0,0,1400,28,0.444,0
165,282,9,False,False,0.282,0.0,False,20.705320712605566,57.18464592403503,0,False,57.18464592403503,0.197,True,0,0,0.0,2.864229424321183e-22,0,9,2,0,0,0,0,1400,28,0.444,0
166,295,13,False,False,0.295,0.0,False,20.0,55.3393,0,False,55.3393,0.206,True,0,0,0.0,2.0049605970248279e-22,0,9,2,0,0,0,0,1400,28,0.444,0
167,275,-20,False,False,0.275,0.0,False,20.717996607095483,57.187090839157804,0,False,57.187090839157804,0.192,True,0,0,0.0,1.4034724179173794e-22,0,9,2,0,0,0,0,1400,28,0.444,0
168,294,19,False,False,0.294,0.0,False,20.18773999710928,55.84165799219505,0,False,55.84165799219505,0.205,True,0,0,0.0,9.824306925421655e-23,0,9,2,0,0,0,0,1400,28,0.444,0
169,727,-3,True,False,0.727,0.0,False,20.0,57.300580000000004,0,False,57.300580000000004,0.508,True,0,0,0.0,6.877014847795158e-23,0,9,2,0,0,0,0,1400,28,0.444,0
170,735,3,True,False,0.735,0.0,False,20.0,57.3369,0,False,57.3369,0.514,True,0,0,0.0,4.81391039345661e-23,0,9,2,0,0,0,0,1400,28,0.444,0
171,717,-7,True,False,0.717,0.0,False,20.0,57.25518,1,True,57.25518,0.501,True,0,0,0.0,3.369737275419627e-23,0,9,2,0,0,0,0,1400,28,0.444,0
172,737,8,True,False,0.737,0.0,False,20.0,57.345980000000004,1,True,57.345980000000004,0.515,True,0,0,0.0,2.3588160927937386e-23,0,9,2,0,1,100,4,1400,28,0.344,1
173,822,34,True,False,0.822,0.0,False,20.0,57.73188,1,True,57.73188,0.575,True,0,0,0.0,1.6511712649556168e-23,0,10,2,0,0,0,3,1500,30,0.33999999999999997,1
174,293,-36,False,False,0.293,0.0,False,20.0,55.33022,2,True,55.33022,0.205,True,0,0,0.0,1.1558198854689317e-23,0,10,2,0,0,0,2,1500,30,0.33999999999999997,1
175,294,1,False,False,0.294,0.0,False,20.0,55.33476,3,True,55.33476,0.205,True,0,0,0.0,8.090739198282522e-24,0,10,2,0,0,0,1,1500,30,0.33999999999999997,1
176,286,-8,False,False,0.286,0.0,False,20.0,55.29844000000001,3,True,55.29844000000001,0.2,True,0,0,0.0,5.663517438797765e-24,0,10,2,0,0,0,0,1500,30,0.33999999999999997,1
177,290,4,False,False,0.29,0.0,False,20.0,55.3166,3,True,55.3166,0.203,True,0,0,0.0,3.964462207158435e-24,0,10,2,0,1,100,4,1500,30,0.33999999999999997,1
178,313,23,False,False,0.313,0.0,False,20.0,55.421020000000006,2,True,55.421020000000006,0.219,True,0,0,0.0,2.7751235450109046e-24,0,11,2,0,0,0,3,1600,32,0.33599999999999997,1
179,276,-37,False,False,0.276,0.0,False,20.739511139792786,57.24972007744052,0,False,57.24972007744052,0.193,True,0,0,0.0,1.942586481507633e-24,0,11,2,0,0,0,2,1600,32,0.33599999999999997,1
180,289,13,False,False,0.289,0.0,False,20.65730923368735,57.08679493095585,1,True,57.08679493095585,0.202,True,0,0,0.0,1.359810537055343e-24,0,11,2,0,0,0,1,1600,32,0.436,0
181,311,22,False,False,0.311,0.0,False,20.352846469415766,56.36462546742257,1,True,56.36462546742257,0.217,True,0,0,0.0,9.5186737593874e-25,0,11,2,0,0,0,0,1600,32,0.33599999999999997,1
182,295,-16,False,False,0.295,0.0,False,20.0,55.3393,2,True,55.3393,0.206,True,0,0,0.0,6.66307163157118e-25,0,11,2,0,1,100,4,1600,32,0.33599999999999997,1
183,316,21,False,False,0.316,0.0,False,20.234009346423846,56.06646523534438,2,True,56.06646523534438,0.221,True,0,0,0.0,4.664150142099825e-25,0,12,2,0,0,0,3,1700,34,0.33199999999999996,1
184,281,-35,False,False,0.281,0.0,False,20.18799564005805,55.783328228156726,1,True,55.783328228156726,0.196,True,0,0,0.0,3.2649050994698773e-25,0,12,2,0,0,0,2,1700,34,0.33199999999999996,1
185,294,13,False,False,0.294,0.0,False,20.755985207076456,57.37592005910643,1,True,57.37592005910643,0.205,True,0,0,0.0,2.285433569628914e-25,0,12,2,0,0,0,1,1700,34,0.432,0
186,288,-6,False,False,0.288,0.0,False,20.363425976891982,56.288770137608346,0,False,56.288770137608346,0.201,True,0,0,0.0,1.5998034987402397e-25,0,12,2,0,0,0,0,1700,34,0.33199999999999996,1
187,293,5,False,False,0.293,0.0,False,20.0,55.33022,0,False,55.33022,0.205,True,0,0,0.0,1.1198624491181678e-25,0,11,2,0,0,0,4,1600,32,0.33599999999999997,4
188,305,12,False,False,0.305,0.0,False,20.0,55.3847,0,False,55.3847,0.213,True,0,0,0.0,7.839037143827173e-26,0,11,2,0,0,0,3,1600,32,0.436,0
189,850,-6,False,True,0.85,0.0,False,20.210052787095012,58.42614252515654,0,False,58.42614252515654,0.595,True,0,0,0.0,5.487326000679021e-26,0,11,2,0,0,0,2,1600,32,0.436,0
190,1271,-11,True,True,1.2,80.77204999999998,True,101.13025952224721,278.8220407100675,0,False,278.8220407100675,0.889,True,0,0,0.0,3.8411282004753146e-26,0,11,2,0,0,0,1,1600,32,-15.712346077145305,1
191,1273,1,True,True,1.2,81.02644999999998,True,101.02644999999998,278.550835,0,False,278.550835,0.891,True,0,0,0.0,2.68878974033272e-26,0,11,2,0,0,0,0,1600,32,-15.682113535839447,1
192,687,-14,True,False,0.687,0.0,False,20.0,57.11897999999999,0,False,57.11897999999999,0.48,True,0,0,0.0,1.882152818232904e-26,0,11,2,0,1,100,4,1600,32,0.33599999999999997,1
193,687,0,True,False,0.687,0.0,False,20.496517780803508,58.45957800816947,0,False,58.45957800816947,0.48,True,0,0,0.0,1.3175069727630328e-26,0,12,2,0,0,0,3,1700,34,0.432,0
194,712,10,True,False,0.712,0.0,False,20.88569512966558,59.62385685009707,0,False,59.62385685009707,0.498,True,0,0,0.0,9.222548809341229e-27,0,12,2,0,0,0,2,1700,34,0.432,0
195,675,-15,True,False,0.675,0.0,False,20.0,57.064499999999995,0,False,57.064499999999995,0.472,True,0,0,0.0,6.455784166538859e-27,0,12,2,0,0,0,1,1700,34,0.432,0
196,737,25,True,False,0.737,0.0,False,20.0,57.345980000000004,1,True,57.345980000000004,0.515,True,0,0,0.0,4.519048916577201e-27,0,12,2,0,0,0,0,1700,34,0.432,0
197,682,-22,True,False,0.682,0.0,False,20.0,57.09628,2,True,57.09628,0.477,True,0,0,0.0,3.1633342416040405e-27,0,12,2,0,1,100,4,1700,34,0.33199999999999996,1
198,640,-17,True,False,0.64,0.0,False,20.403259616486917,57.994400964514675,2,True,57.994400964514675,0.448,True,0,0,0.0,2.2143339691228282e-27,0,13,2,0,0,0,3,1800,36,0.32799999999999996,1
199,637,-1,True,False,0.637,0.0,False,20.709918740489,58.80876059932031,2,True,58.80876059932031,0.445,True,0,0,0.0,1.5500337783859797e-27,0,13,2,0,0,0,2,1800,36,0.32799999999999996,1
200,268,13,False,False,0.268,0.0,False,20.0,55.21672,1,True,55.21672,0.187,True,0,0,0.0,1.0850236448701856e-27,0,13,2,0,0,0,1,1800,36,0.32799999999999996,1
201,256,-12,False,False,0.256,0.0,False,20.444610848842117,56.36268929187372,0,False,56.36268929187372,0.179,True,0,0,0.0,7.595165514091299e-28,0,13,2,0,0,0,0,1800,36,0.428,0
202,240,-16,False,False,0.24,0.0,False,20.276828842814318,55.83703787559866,0,False,55.83703787559866,0.168,True,0,0,0.0,5.316615859863909e-28,0,12,2,0,0,0,4,1700,34,0.33199999999999996,4
203,249,9,False,False,0.249,0.0,False,20.718412088886417,57.070172639993324,0,False,57.070172639993324,0.174,True,0,0,0.0,3.721631101904736e-28,0,12,2,0,0,0,3,1700,34,0.432,0
204,248,-1,False,False,0.248,0.0,False,20.0,55.12592,0,False,55.12592,0.173,True,0,0,0.0,2.605141771333315e-28,0,12,2,0,0,0,2,1700,34,0.432,0
205,248,0,False,False,0.248,0.0,False,20.0,55.12592,0,False,55.12592,0.173,True,0,0,0.0,1.8235992399333205e-28,0,12,2,0,0,0,1,1700,34,0.432,0
206,233,-15,False,False,0.233,0.0,False,20.0,55.05782000000001,0,False,55.05782000000001,0.163,True,0,0,0.0,1.2765194679533242e-28,0,12,2,0,0,0,0,1700,34,0.432,0
207,227,-6,False,False,0.227,0.0,False,20.0,55.03058,0,False,55.03058,0.158,True,0,0,0.0,8.935636275673268e-29,0,11,2,0,0,0,4,1600,32,0.33599999999999997,4
208,220,-7,False,False,0.22,0.0,False,20.0,54.998799999999996,0,False,54.998799999999996,0.154,True,0,0,0.0,6.254945392971287e-29,0,11,2,0,0,0,3,1600,32,0.436,0
209,231,11,False,False,0.231,0.0,False,20.0,55.04874,0,False,55.04874,0.161,True,0,0,0.0,4.3784617750799006e-29,0,11,2,0,0,0,2,1600,32,0.436,0
210,226,-5,False,False,0.226,0.0,False,20.278616290248213,55.77830398367018,0,False,55.77830398367018,0.158,True,0,0,0.0,3.0649232425559305e-29,0,11,2,0,0,0,1,1600,32,0.436,0
211,234,8,False,False,0.234,0.0,False,20.144587687294045,55.45274675569392,0,False,55.45274675569392,0.163,True,0,0,0.0,2.1454462697891512e-29,0,11,2,0,0,0,0,1600,32,0.33599999999999997,4
212,219,-15,False,False,0.219,0.0,False,20.29596379334389,55.79336224202851,0,False,55.79336224202851,0.153,True,0,0,0.0,1.5018123888524058e-29,0,10,2,0,0,0,4,1500,30,0.33999999999999997,4
213,218,-1,False,False,0.218,0.0,False,20.0,54.989720000000005,0,False,54.989720000000005,0.152,True,0,0,0.0,1.051268672196684e-29,0,10,2,0,0,0,3,1500,30,0.44,0
214,206,-12,False,False,0.206,0.0,False,20.0,54.93524,1,True,54.93524,0.144,True,0,0,0.0,7.358880705376789e-30,0,10,2,0,0,0,2,1500,30,0.44,0
215,200,-6,False,False,0.2,0.0,False,20.0,54.908,1,True,54.908,0.14,True,0,0,0.0,5.1512164937637516e-30,0,10,2,0,0,0,1,1500,30,0.44,0
216,210,10,False,False,0.21,0.0,False,20.0,54.9534,1,True,54.9534,0.147,True,0,0,0.0,3.605851545634626e-30,0,10,2,0,0,0,0,1500,30,0.33999999999999997,4
217,181,-29,False,False,0.181,0.0,False,20.0,54.821740000000005,1,True,54.821740000000005,0.126,True,0,0,0.0,2.524096081944238e-30,0,9,2,0,0,0,4,1400,28,0.344,4
218,209,28,False,False,0.209,0.0,False,20.0,54.948859999999996,1,True,54.948859999999996,0.146,True,0,0,0.0,1.7668672573609663e-30,0,9,2,0,0,0,3,1400,28,0.444,0
219,189,-20,False,False,0.189,0.0,False,20.040896067143446,54.9684793812873,1,True,54.9684793812873,0.132,True,0,0,0.0,1.2368070801526763e-30,0,9,2,0,0,0,2,1400,28,0.344,1
220,186,-3,False,False,0.186,0.0,False,20.0,54.844440000000006,1,True,54.844440000000006,0.13,True,0,0,0.0,8.657649561068734e-31,0,9,2,0,0,0,1,1400,28,0.444,0
221,175,-11,False,False,0.175,0.0,False,20.076397372769378,55.00077290647732,1,True,55.00077290647732,0.122,True,0,0,0.0,6.060354692748113e-31,0,9,2,0,0,0,0,1400,28,0.344,4
222,178,3,False,False,0.178,0.0,False,20.0,54.80812,0,False,54.80812,0.124,True,0,0,0.0,4.242248284923679e-31,0,8,2,0,0,0,4,1300,26,0.348,4
223,182,4,False,False,0.182,0.0,False,20.0,54.826280000000004,0,False,54.826280000000004,0.127,True,0,0,0.0,2.969573799446575e-31,0,8,2,0,0,0,3,1300,26,0.448,0
224,155,-27,False,False,0.155,0.0,False,20.932430979182527,57.22126364379283,0,False,57.22126364379283,0.108,True,0,0,0.0,2.0787016596126023e-31,0,8,2,0,0,0,2,1300,26,0.448,0
225,157,2,False,False,0.157,0.0,False,20.811995697601983,56.90516838352536,0,False,56.90516838352536,0.109,True,0,0,0.0,1.4550911617288216e-31,0,8,2,0,0,0,1,1300,26,0.448,0
226,137,-20,False,False,0.137,0.0,False,20.384674278176764,55.66060055107727,0,False,55.66060055107727,0.095,True,0,0,0.0,1.018563813210175e-31,0,8,2,0,0,0,0,1300,26,0.448,0
227,153,16,False,False,0.153,0.0,False,20.0029912132051,54.70269627565377,0,False,54.70269627565377,0.107,True,0,0,0.0,7.129946692471225e-32,0,7,2,0,0,0,4,1200,24,0.352,4
228,153,0,False,False,0.153,0.0,False,20.078314830487813,54.90607004231709,0,False,54.90607004231709,0.107,True,0,0,0.0,4.990962684729857e-32,0,7,2,0,0,0,3,1200,24,0.452,0
229,370,-5,True,False,0.37,0.0,False,20.0,55.67980000000001,0,False,55.67980000000001,0.259,True,0,0,0.0,3.4936738793108997e-32,0,7,2,0,0,0,2,1200,24,0.452,0
230,372,1,True,False,0.372,0.0,False,20.394681586685035,56.7545202840496,0,False,56.7545202840496,0.26,True,0,0,0.0,2.4455717155176296e-32,0,7,2,0,0,0,1,1200,24,0.452,0
231,380,3,True,False,0.38,0.0,False,20.170875567193157,56.186564031421526,0,False,56.186564031421526,0.266,True,0,0,0.0,1.7119002008623406e-32,0,7,2,0,0,0,0,1200,24,0.452,0
232,367,-5,True,False,0.367,0.0,False,20.307927522146183,56.497584309794696,0,False,56.497584309794696,0.256,True,0,0,0.0,1.1983301406036384e-32,0,7,2,0,0,0,0,1200,24,0.452,0
233,332,-14,True,False,0.332,0.0,False,20.0,55.50728,0,False,55.50728,0.232,True,0,0,0.0,8.388310984225469e-33,0,7,2,0,0,0,0,1200,24,0.452,0
234,134,1,False,False,0.134,0.0,False,20.0,54.608360000000005,0,False,54.608360000000005,0.093,True,0,0,0.0,5.871817688957827e-33,0,7,2,0,0,0,0,1200,24,0.452,0
235,129,-5,False,False,0.129,0.0,False,20.640259361047814,56.314360274829106,0,False,56.314360274829106,0.09,True,0,0,0.0,4.110272382270479e-33,0,6,2,0,0,0,4,1100,22,0.356,4
236,127,-2,False,False,0.127,0.0,False,20.54794270348204,56.056025299401504,1,True,56.056025299401504,0.088,True,0,0,0.0,2.8771906675893352e-33,0,6,2,0,0,0,3,1100,22,0.456,0
237,121,-6,False,False,0.121,0.0,False,20.178729337786045,55.03190921202233,1,True,55.03190921202233,0.084,True,0,0,0.0,2.0140334673125344e-33,0,6,2,0,0,0,2,1100,22,0.356,1
238,108,-13,False,False,0.108,0.0,False,20.902678794533095,56.92755274523936,1,True,56.92755274523936,0.075,True,0,0,0.0,1.409823427118774e-33,0,6,2,0,0,0,1,1100,22,0.356,1
239,110,2,False,False,0.11,0.0,False,20.0,54.49940000000001,1,True,54.49940000000001,0.077,True,0,0,0.0,9.868763989831417e-34,0,6,2,0,0,0,0,1100,22,0.356,1
240,117,7,False,False,0.117,0.0,False,20.0,54.53118,0,False,54.53118,0.081,True,0,0,0.0,6.908134792881992e-34,0,6,2,0,1,100,4,1100,22,0.356,1
241,126,9,False,False,0.126,0.0,False,20.0,54.57204,0,False,54.57204,0.088,True,0,0,0.0,4.835694355017394e-34,0,7,2,0,0,0,3,1200,24,0.452,0
242,109,-17,False,False,0.109,0.0,False,20.169578067769493,54.95272078297763,0,False,54.95272078297763,0.076,True,0,0,0.0,3.384986048512176e-34,0,7,2,0,0,0,2,1200,24,0.452,0
243,109,0,False,False,0.109,0.0,False,20.64274114513573,56.230261091866474,0,False,56.230261091866474,0.076,True,0,0,0.0,2.369490233958523e-34,0,7,2,0,0,0,1,1200,24,0.452,0
244,92,-17,False,False,0.092,0.0,False,20.0,54.417680000000004,0,False,54.417680000000004,0.064,True,0,0,0.0,1.6586431637709661e-34,0,7,2,0,0,0,0,1200,24,0.352,4
245,99,7,False,False,0.099,0.0,False,20.066726416906413,54.629621325647314,0,False,54.629621325647314,0.069,True,0,0,0.0,1.1610502146396763e-34,0,6,2,0,0,0,4,1100,22,0.356,4
246,860,16,False,True,0.86,0.0,False,20.0,57.904399999999995,0,False,57.904399999999995,0.602,True,0,0,0.0,8.127351502477733e-35,0,6,2,0,0,0,3,1100,22,0.456,0
247,868,8,False,True,0.868,0.0,False,20.0,57.94071999999999,0,False,57.94071999999999,0.607,True,0,0,0.0,5.689146051734413e-35,0,6,2,0,0,0,2,1100,22,0.356,1
248,848,-20,False,True,0.848,0.0,False,20.0,57.84992,0,False,57.84992,0.593,True,0,0,0.0,3.9824022362140887e-35,0,6,2,0,0,0,1,1100,22,0.356,1
249,95,-8,False,False,0.095,0.0,False,20.0,54.43129999999999,0,False,54.43129999999999,0.066,True,0,0,0.0,2.787681565349862e-35,0,6,2,0,0,0,0,1100,22,0.356,1
250,90,-5,False,False,0.09,0.0,False,20.556907652785256,55.912250662520194,0,False,55.912250662520194,0.062,True,0,0,0.0,1.9513770957449031e-35,0,5,2,0,0,0,4,1000,20,0.36,4
251,93,3,False,False,0.093,0.0,False,20.815243541364683,56.62337756168465,0,False,56.62337756168465,0.065,True,0,0,0.0,1.3659639670214322e-35,0,5,2,0,0,0,3,1000,20,0.45999999999999996,0
252,96,3,False,False,0.096,0.0,False,20.0,54.43584,0,False,54.43584,0.067,True,0,0,0.0,9.561747769150024e-36,0,5,2,0,0,0,2,1000,20,0.45999999999999996,0
253,97,1,False,False,0.097,0.0,False,20.862271710464963,56.768513618255405,0,False,56.768513618255405,0.067,True,0,0,0.0,6.693223438405017e-36,0,5,2,0,0,0,1,1000,20,0.45999999999999996,0
254,93,-4,False,False,0.093,0.0,False,20.979253395782766,57.06620416861347,0,False,57.06620416861347,0.065,True,0,0,0.0,4.685256406883512e-36,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
255,95,2,False,False,0.095,0.0,False,20.0,54.43129999999999,0,False,54.43129999999999,0.066,True,0,0,0.0,3.279679484818458e-36,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
256,89,-6,False,False,0.089,0.0,False,20.796962556349378,56.55585890214332,0,False,56.55585890214332,0.062,True,0,0,0.0,2.2957756393729202e-36,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
257,116,27,False,False,0.116,0.0,False,20.833624116168863,56.77742511365593,0,False,56.77742511365593,0.081,True,0,0,0.0,1.607042947561044e-36,0,4,2,0,0,0,4,900,18,0.364,4
258,100,-16,False,False,0.1,0.0,False,20.0,54.454,0,False,54.454,0.07,True,0,0,0.0,1.1249300632927308e-36,0,4,2,0,0,0,3,900,18,0.464,0
259,107,7,False,False,0.107,0.0,False,20.0,54.48578,1,True,54.48578,0.074,True,0,0,0.0,7.874510443049116e-37,0,4,2,0,0,0,2,900,18,0.464,0
260,108,1,False,False,0.108,0.0,False,20.87919158070547,56.86413726790477,1,True,56.86413726790477,0.075,True,0,0,0.0,5.512157310134381e-37,0,4,2,0,0,0,1,900,18,0.364,1
261,108,0,False,False,0.108,0.0,False,20.202756651484304,55.03776295900762,1,True,55.03776295900762,0.075,True,0,0,0.0,3.858510117094066e-37,0,4,2,0,0,0,0,900,18,0.364,1
262,107,-1,False,False,0.107,0.0,False,20.644005047971177,56.224593629522175,1,True,56.224593629522175,0.074,True,0,0,0.0,2.700957081965846e-37,0,4,2,0,1,100,4,900,18,0.364,1
263,102,-5,False,False,0.102,0.0,False,20.0,54.463080000000005,0,False,54.463080000000005,0.071,True,0,0,0.0,1.890669957376092e-37,0,5,2,0,0,0,3,1000,20,0.36,1
264,118,16,False,False,0.118,0.0,False,20.0,54.53572,0,False,54.53572,0.082,True,0,0,0.0,1.3234689701632642e-37,0,5,2,0,0,0,2,1000,20,0.45999999999999996,0
265,105,-13,False,False,0.105,0.0,False,20.23314970644668,55.10620420740604,0,False,55.10620420740604,0.073,True,0,0,0.0,9.264282791142849e-38,0,5,2,0,0,0,1,1000,20,0.45999999999999996,0
266,119,14,False,False,0.119,0.0,False,20.0,54.540259999999996,0,False,54.540259999999996,0.083,True,0,0,0.0,6.484997953799994e-38,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
267,115,-4,False,False,0.115,0.0,False,20.0,54.522099999999995,0,False,54.522099999999995,0.08,True,0,0,0.0,4.539498567659995e-38,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
268,136,21,False,False,0.136,0.0,False,20.834401710837376,56.87032461926091,0,False,56.87032461926091,0.095,True,0,0,0.0,3.1776489973619966e-38,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
269,131,-5,False,False,0.131,0.0,False,20.013838245430364,54.632103262661985,0,False,54.632103262661985,0.091,True,0,0,0.0,2.2243542981533976e-38,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
270,141,10,False,False,0.141,0.0,False,20.86979388793224,56.988583497417046,1,True,56.988583497417046,0.098,True,0,0,0.0,1.5570480087073782e-38,0,5,2,0,0,0,0,1000,20,0.45999999999999996,0
271,127,-14,False,False,0.127,0.0,False,20.937510839469546,57.10785926656778,1,True,57.10785926656778,0.088,True,0,0,0.0,1.0899336060951646e-38,0,5,2,0,1,100,4,1000,20,0.36,1
272,149,22,False,False,0.149,0.0,False,20.0,54.676460000000006,1,True,54.676460000000006,0.104,True,0,0,0.0,7.629535242666153e-39,0,6,2,0,0,0,3,1100,22,0.356,1
273,132,-17,False,False,0.132,0.0,False,20.0,54.59928,1,True,54.59928,0.092,True,0,0,0.0,5.3406746698663066e-39,0,6,2,0,0,0,2,1100,22,0.356,1
274,142,10,False,False,0.142,0.0,False,20.557379440309976,56.149604488836935,0,False,56.149604488836935,0.099,True,0,0,0.0,3.738472268906414e-39,0,6,2,0,0,0,1,1100,22,0.356,1
